FileName,Label
67236711,29
65824764,25
34817705,17
92499186,10
47363002,26
30308045,32
77176124,16
70451956,13
20332686,12
82963192,29
23194780,25
41399674,26
56891373,33
55309114,31
91813227,32
47622839,17
11224610,29
18117609,7
18144911,26
28822685,15
26182445,19
95349059,9
76263347,33
81262253,9
69437099,32
49128784,28
41152581,29
84805984,38
97102926,17
89639028,17
44118590,25
94390096,7
27925866,38
64060291,16
92797401,13
2625544,34
8058352,25
61109103,38
19143685,34
86752755,38
67797432,27
68814121,25
26828075,4
14796009,38
13601714,34
11595145,4
17275063,10
37358874,14
67445196,29
5793370,25
20222390,13
26723624,26
14334831,17
70464126,38
60937606,10
94809600,38
80441356,25
11386,30
14552817,23
89335137,9
15225827,15
65501168,38
57484276,1
93750494,29
51656040,35
8521601,16
11255373,34
37076721,7
21680483,25
9124073,35
6756655,25
55783558,26
47384784,34
91718354,25
71029239,38
86468178,10
10824175,21
83029070,26
33702327,25
29009512,32
18654942,5
54686277,17
5461814,25
83059169,16
94259918,25
67875507,38
77686907,29
47085564,25
51446488,6
74191657,33
56506623,17
93528591,30
88576588,25
34801295,25
29500805,21
34481245,12
17726156,38
85937127,32
29507178,37
70870568,17
8440466,38
4743254,29
11864283,37
40351231,10
44120696,38
36624170,38
73634167,35
12002149,19
33785373,28
31998964,19
4291401,12
35424180,38
2949368,15
47551684,34
30580593,34
81125065,25
36556756,1
51664199,16
29925880,33
86030918,5
43320496,32
26786887,17
10831328,4
61177232,34
39229837,38
52464631,10
44036443,38
70263426,16
13974240,38
65760545,6
35539254,38
44134922,26
64369563,38
20694618,38
70486270,35
71791764,32
81360945,22
68260549,7
71958834,12
73961551,11
91955464,16
19113486,16
22111974,28
85889694,32
94120648,31
83473114,13
95080791,7
2107854,10
30307471,17
62817675,21
85368628,6
21287801,20
59969959,16
62310261,4
48176973,6
56015380,35
27905289,25
60504200,25
9629817,10
86577125,16
29856284,21
20069434,12
46156811,36
40317173,8
54338750,30
68604992,24
35474890,20
79708733,10
72370070,37
45260318,25
83225905,19
3220604,15
55710389,16
53407284,12
15269075,15
98535484,21
25384211,38
86553414,32
10631192,5
80817664,32
19151391,16
49831243,26
34672349,11
39129378,12
94377,3
16075236,23
53517895,13
70589386,16
71941076,16
55109153,38
82550165,21
79592426,16
84683690,38
52179452,4
82372730,20
88764788,25
51404688,38
46586573,16
12161670,25
13019610,16
97053291,2
25344174,25
29821085,5
76772858,10
90735628,33
46226079,38
32420273,19
66270868,23
60057845,32
85758708,25
43543709,5
47551204,32
78975444,16
36836386,26
52828295,28
67237054,13
71013113,26
11622338,16
66839132,38
63565591,31
83429678,11
81029841,38
99428514,28
50566796,11
79415193,1
90475316,7
38315331,38
34303929,36
55791817,23
72643134,6
96005723,25
34491870,18
83722065,15
25335152,10
13756015,36
41087992,17
64308189,8
55002225,30
418253,9
33789952,25
1774711,21
37328098,26
76303662,7
10431480,38
20051842,33
28621314,38
45186705,7
73138277,9
27005865,13
34198435,34
13511750,4
31310198,30
52540722,24
17622781,38
51421274,25
51376665,17
25258356,9
1576903,12
51844002,20
51724398,25
50073002,37
90224977,20
65983373,29
19788483,34
83306817,35
35471262,25
52597665,33
54827449,16
37401321,38
42066344,36
60529090,25
31863321,25
22327225,7
37782405,33
27529673,20
17715775,7
96704637,16
46520203,10
1642243,21
64148989,7
67686220,19
70613186,38
33545846,17
58100817,28
41682129,17
45168639,38
82733084,5
25194181,34
20861320,20
70256089,6
16131193,16
85841649,25
82587779,20
72557405,34
35661070,35
23465461,14
96029572,24
14402254,25
15779814,35
69024047,9
3747993,25
85473164,36
61299395,32
30691379,38
76274881,36
7655555,16
8333613,17
36035778,32
18615747,10
21217576,38
21460969,16
10648025,11
31651006,13
46828904,3
67043693,18
24002597,31
4384603,25
44532883,7
58075901,12
91698699,16
59763045,25
66058994,26
9751850,1
63969299,36
66772013,26
22724995,32
46241975,36
43156184,20
57433621,17
27172223,35
71283079,12
95934689,33
97821248,17
73362281,35
80020364,16
54032866,38
95750871,5
35896492,3
8383550,21
33936835,25
36334616,16
12615969,13
14250457,16
2076793,32
54046984,7
75648821,9
33622616,21
99838800,20
49981682,32
15352771,9
32985373,15
35685071,12
18832518,16
45831392,38
71945737,11
99845490,32
58792588,11
42215574,23
73571538,25
8284210,33
91134617,20
90186260,5
25302313,17
16632529,32
93713334,37
44593638,16
26812726,29
88691373,16
82215834,34
88716325,25
19567800,30
29819284,16
12129414,8
39343044,16
52184294,25
18600259,30
33307896,6
34884583,23
94959321,25
68020918,19
86302402,36
95491922,30
93095775,17
69862202,38
22371184,23
48181202,34
3801435,11
65206849,29
96514914,28
50449458,19
98208153,25
7514181,17
1069885,16
44050217,18
607308,4
85538363,16
27371114,38
97469985,16
67042368,13
73589105,36
42529281,16
41757140,33
33812357,7
72481860,29
86230959,4
67794065,34
84369674,25
44133741,25
24926506,31
68001168,34
34962769,30
90524823,19
59924022,25
16374730,32
10872615,17
16062262,38
32501304,6
53815987,10
13007929,15
30555035,38
11145537,8
98723808,16
35619465,19
38924184,17
36417890,31
9648767,36
7495585,31
42087770,26
90057391,20
37540431,20
68737420,38
52431631,17
62832730,38
13382469,38
46602831,4
36822184,16
67031,13
7312430,25
88430766,25
19399049,31
26360173,25
97077745,34
2116662,38
86156873,34
8436129,19
99799228,30
56767059,11
58944879,32
22928531,21
68811964,25
69898174,16
3352503,5
90170987,33
13745346,31
49216847,16
85449631,29
58110583,17
67087746,32
54440332,25
93893408,38
56280605,5
73013116,26
49152562,38
44488993,6
9180645,28
65561758,27
2240603,36
96312986,38
55880320,25
14570199,19
25438079,31
34178028,10
46076062,32
92689153,34
54089391,17
54910342,29
71391671,10
51406889,2
61050824,4
18929556,16
77750973,25
56979414,16
84934439,1
29628786,25
85742275,29
37888175,35
50217370,16
87750711,17
91866050,3
73544537,11
58440578,25
86166256,24
62630408,14
27095899,34
6546647,20
68110654,25
99351756,3
27793379,21
28818854,20
74994068,21
22882976,31
95900145,4
72756777,31
89260096,35
19714690,7
41609526,36
59938213,38
11703360,19
55593542,16
25200041,16
40192750,32
84233568,6
69346875,25
55292799,17
61847895,29
60408496,10
50494180,16
43227659,30
39417178,17
77776622,17
26126517,32
57435029,25
11337212,4
85424477,38
6560076,16
51529439,11
97180425,25
48136450,38
93256703,19
99515926,25
97532861,20
13244988,36
65304796,38
97309705,29
14742557,38
15336596,13
12634807,1
97750539,36
78736625,7
48524944,13
60524422,38
47872938,16
68332229,12
69130600,16
26025505,21
92716916,25
25636425,25
35750353,25
3289966,16
88256328,10
11455606,19
10515511,32
7288915,19
17636597,12
43727937,19
60344319,34
17368079,11
12191063,10
5238888,21
57663780,21
99597493,16
19442493,19
73207683,25
19193676,26
804197,26
44988910,7
93490264,31
32699276,24
78172806,5
97742838,38
92870241,38
97570011,9
7778569,5
77745296,38
12175872,35
80454392,25
90557399,38
65945516,33
72748388,26
18836868,1
13150475,16
68761192,11
28365737,33
49491996,21
60582106,25
74335854,11
48072721,7
15451405,21
84762623,34
19542912,38
90668252,16
90942346,20
10221612,33
85019216,29
91135124,20
13583829,21
57417681,25
21730119,31
39780332,27
30695958,35
41376929,16
92772884,38
61100275,23
89536402,36
62729047,29
64679379,38
90279842,6
31394013,32
15524672,7
61920109,36
64254401,25
29911648,4
66674769,38
65389037,29
86940750,37
67154194,25
64085682,19
9029599,25
24074857,16
63076999,38
12304995,16
63227282,25
6418579,7
39270697,12
96567655,35
5506218,16
43314565,25
22251359,33
15603738,25
72949582,32
78884962,25
78708326,7
24256485,25
48237196,13
42954576,34
32860393,7
2745114,21
31615030,19
63925017,13
98773612,16
20167744,11
78284867,24
51130397,16
25502594,13
36503896,28
10286896,19
65797410,8
88373117,8
73189669,17
95510120,29
39346918,32
37029249,17
19624393,38
98913926,38
53518846,17
1594449,10
32519472,7
14331508,37
99010762,13
29284825,28
47973065,9
2234482,25
7221790,25
96566409,17
68122517,35
65622780,20
82070061,32
70229852,32
71297818,16
87425300,38
65226890,3
71596872,15
7370012,25
51135166,17
3212223,19
76578197,17
21305315,38
4194116,13
20311086,34
6151483,38
62103197,26
23846955,11
45699729,25
77985560,28
91199784,7
96500677,11
81783938,36
45394658,29
73538004,35
70845587,23
10792947,38
33547938,35
40976034,19
70981804,38
89167798,12
86714350,17
85677255,9
53880913,12
4508468,25
22797116,36
80389302,2
96596026,36
49892214,38
45866843,6
72781409,31
69224534,16
98131455,21
5659376,38
12337553,14
22745394,32
1749398,20
42863739,16
74345805,38
42125275,16
26534066,17
47920965,30
67650659,16
55621440,16
44962805,10
55105021,7
41811927,3
23357407,16
85016938,35
74928999,16
49728522,34
80952330,34
68538263,26
94479442,25
88688028,16
79342333,38
29855824,7
28879581,9
8036099,31
96140897,16
54820995,11
65705392,38
14438581,8
73889263,16
88332284,17
21359183,38
64167540,6
53632379,11
14165898,7
80178465,8
23323639,15
17308446,24
95913330,34
5177923,36
13410348,36
83322613,6
59924139,18
65494319,16
933808,17
7016892,29
72799466,25
49091080,11
74124126,19
33682855,34
48580765,21
67283136,21
58157517,24
91597607,35
60738450,16
99614737,35
89213207,20
23668455,38
74321120,25
79505423,1
30491589,5
61396273,26
31954100,35
30014454,33
96192268,34
60937842,28
62600749,21
44105979,16
18261096,19
29618988,36
63001661,17
45894425,29
65052523,20
19828129,32
54552597,32
94996498,27
68073132,13
51838929,15
73511232,26
7088354,17
685492,36
1099080,23
10055145,21
47044545,26
3480469,16
92536971,13
53871551,35
53851085,17
9077714,32
97274359,38
9046778,17
83338795,32
68092851,3
82197987,13
49801230,11
38652197,38
59490890,26
62142202,11
83820748,38
6111755,36
70179136,25
88882381,28
96346533,19
60999205,38
19602283,25
7524632,38
92306305,16
94435851,11
36927932,25
71138968,31
79447450,28
73118806,36
42690869,34
93424022,13
1399672,22
48833435,28
5359811,28
58786938,16
17239200,1
57395949,21
69374816,16
28343183,36
20979480,38
16582035,16
97021024,16
51458078,36
66156212,16
28942656,31
59216514,17
39430420,20
96496450,38
73227170,4
50372475,16
13798953,38
68508921,35
55995808,21
65176645,12
7038856,34
61401120,20
39258720,29
30195499,38
75762138,32
9888916,25
46107080,25
62099021,38
31776634,16
95974806,38
16255487,11
56741426,21
26536890,20
49425294,29
59579278,14
53109783,29
68487479,20
68375840,4
85190983,16
43416623,38
78979817,31
52819672,26
74418712,26
47590603,17
20861610,2
70211227,1
79009552,27
67291971,38
79010355,10
80076143,35
30845167,29
82604622,14
85977516,17
35501973,5
29092360,15
57477056,34
67149472,16
17971099,26
31735241,17
61289469,7
68961145,26
70077840,32
15756065,29
88897977,30
67213565,33
56974741,21
32336307,10
59040129,31
31979279,11
42863971,16
37004078,36
53704820,38
38460388,26
12651870,12
95397060,20
14463167,28
76380087,38
84739053,25
49532663,9
33397607,37
53333510,11
74847910,32
97292388,26
57205543,19
6307534,15
56052687,19
69890701,11
71722680,5
71125195,15
56576913,29
24152765,25
66031528,16
34571727,24
61717243,19
9532625,16
21436561,38
93460185,35
16900495,35
87200958,12
44634043,25
15036050,34
78959592,16
32975381,11
54345967,38
20851639,25
64542480,6
74129596,12
41629549,2
70013117,38
9041673,7
50626336,25
37615311,15
55350803,10
74709456,9
94747543,21
3364753,38
6048543,28
65065408,26
32971864,16
59675175,26
71599976,4
11150526,11
61946479,30
56280336,38
82043790,38
29116742,29
32503824,29
36072043,29
62126779,20
84737263,25
13754389,38
89736659,9
27378454,20
64264288,23
14608009,35
39205195,32
57178132,7
87729888,13
15426752,38
78482576,4
2176898,38
8042980,34
76847411,33
88580913,10
66759231,38
61501424,25
14458362,25
96209057,38
1191579,16
93991771,8
96864472,25
73971232,11
37704056,30
64384298,16
66301674,25
3946560,32
77082790,25
78864258,16
93374693,10
73493791,25
44407262,5
54712421,26
69850919,11
84436136,35
56159499,15
51908684,16
93405589,17
53564880,5
74699894,11
24690798,36
66684633,32
52740652,36
89234785,21
38638596,35
64378170,23
58291796,16
15905213,32
34334820,33
89192231,16
87038211,15
32731810,10
3931485,17
185949,29
89144300,4
53757620,11
66730478,8
75971314,26
76420090,29
68351063,28
3257133,32
36214198,13
53629364,12
18357276,30
26576388,17
59149385,20
79077385,26
751801,34
79803510,38
99001023,30
48879710,19
6152475,25
9678751,17
32233051,24
3132953,16
95854598,17
55041436,5
66117139,12
72709767,25
51380697,38
87295855,16
14671352,38
17608733,31
51230733,26
23839932,18
52542549,4
85367962,25
56732782,24
30462393,21
14356243,36
11595129,23
78867132,25
1583882,25
38946943,1
10747398,34
39898056,29
54469310,33
81821791,34
91604450,30
98477788,16
20610225,25
8012835,31
73574798,23
929336,7
1059552,27
79557732,16
59246839,16
64359595,3
48574702,20
79215660,29
18769281,25
94648748,38
26276098,19
75272033,17
47283927,17
44931092,11
31215749,31
17054020,16
73968573,36
21172853,8
59496725,25
45988682,29
58914283,26
27339937,32
11892832,29
47088424,23
59196488,25
82754366,12
54629121,4
24342845,28
37601148,16
15386788,35
80557443,16
58491733,34
97082002,16
48130244,34
11825584,4
96226221,38
6977473,16
50860453,26
79239895,9
62699615,3
62020633,13
88993752,14
31737432,27
18382584,20
39413124,20
35013508,5
61844444,27
54109846,2
64727230,38
25696247,12
46190367,31
36324258,32
24601698,38
79335153,14
99437593,5
95647744,38
30496108,31
64507560,15
9668997,25
29429066,16
3212087,25
92028288,25
90153255,16
57204787,26
71497729,4
88552212,35
23046914,33
81013593,7
54331853,35
63762333,26
18458058,9
52354140,25
86075595,2
62915073,7
77587954,34
79988245,15
61738939,21
93512719,34
71935906,25
58960340,17
82684940,16
79917793,6
93299500,38
35831853,25
46507244,16
45492751,16
88595267,5
78724956,10
63765046,12
51005917,31
25936189,15
71625185,25
36637180,34
62257987,16
16853022,38
99566039,25
65874313,30
4898853,20
40115394,34
10592851,10
65242720,21
16052056,25
9174319,4
29081386,10
79470932,13
75074571,26
86285024,7
68500804,17
64631624,19
53519494,34
21655350,13
59117443,28
81023826,12
96082843,27
17485690,29
46514627,26
27391388,11
63293134,32
53876539,24
97387924,32
34292978,12
84876,16
75212586,38
88929698,13
96381584,17
10720813,16
74914318,25
90895904,29
60328672,27
6170245,35
10935876,21
45647864,29
63167686,5
28211826,25
76065323,25
52370347,16
31519654,6
69139095,7
33605412,17
81940982,13
16156317,16
15001224,26
67685202,16
29902572,38
28782136,38
30901225,38
34990735,29
48858029,34
44098339,19
6930189,35
67762137,4
19048118,16
63930471,38
93766846,19
70987189,38
974466,37
65871562,38
33365278,25
90173324,17
92492226,15
48717931,25
5994253,7
74379664,16
70926412,29
43683633,34
88075909,38
73912551,20
96650354,7
6503422,34
23146359,27
16423127,5
98016114,34
87272212,25
95952184,1
73973812,32
59598241,17
60029300,23
73636809,5
3016896,35
78807493,11
53645049,26
27016545,6
31215465,38
79102797,27
86664037,38
98612144,31
8225609,19
29227470,26
50463208,10
45397831,25
66483902,25
76257577,38
26721738,10
30191467,16
10019620,15
76964924,33
95159969,17
48027657,16
10018738,33
6873292,9
72814019,30
52753690,38
50251278,4
96509745,28
36315715,23
14742880,33
32188180,25
50706860,31
11270714,25
537179,25
63281757,29
61971394,5
90571093,31
38169458,38
31727893,25
92846705,28
6668481,29
6681776,28
4142500,32
20349782,4
51928428,17
25799230,3
9805337,31
26387006,36
69686928,16
17272190,14
21021319,30
62738048,34
59794123,25
81713354,30
22578900,4
28799327,9
21093847,9
50829873,25
23566338,20
51755890,13
75483676,37
82233244,15
28243661,26
95094613,38
47152306,38
15597383,38
94862145,29
49259725,38
13926154,10
38255566,36
55226725,35
39146003,35
15349880,34
55447645,38
50516078,31
57096593,38
50845718,2
69668602,29
96299979,16
82099759,17
62285697,31
6184232,32
84265388,17
63838310,12
28964339,16
88636999,2
22143990,26
54278829,16
23849582,23
57138386,31
76860110,6
85739193,34
67218012,5
46055927,21
85775133,25
6531447,12
89669753,6
36137949,16
12583708,8
12497063,26
3118435,20
36375977,4
15977341,6
31772989,25
78007759,10
12571312,21
46531419,16
74197477,21
57722811,33
18117045,38
7019119,9
19745175,11
82179089,16
27615315,26
57491628,26
90312076,15
46869261,4
80409403,32
2588682,26
5909424,29
89333601,21
22296716,5
94972322,25
3159792,22
9751739,33
20457614,16
45161416,19
46234664,31
58688888,38
94549678,27
26910214,21
97787763,16
74205744,21
38742147,4
85811691,25
18105511,9
70700531,13
19557837,11
64917765,35
64242319,17
1809207,16
72950832,8
7028526,38
98542647,25
88966268,11
48130925,18
3927145,7
2446505,16
46304287,38
54872314,38
15236532,16
11225335,13
382195,7
61676331,37
2081671,38
38666306,25
62913578,25
9650373,25
19309853,20
74304583,38
82768732,17
30525314,23
72612749,26
87663323,7
24638201,16
53853843,23
73439209,4
12846051,6
19291208,34
73929105,16
18899909,38
46043742,17
30582260,30
52816757,34
97639795,35
74883561,7
26225801,25
96826281,25
6427431,11
76962415,17
76393297,33
39007871,19
20793864,13
25427149,36
23754037,21
63203925,4
78730167,38
11335794,23
62608097,26
13362759,16
13647753,32
54142015,19
49796156,26
44856068,6
69352535,6
82140027,16
95340182,13
24167875,10
94972373,35
52059180,16
93796169,37
48567787,34
24738648,38
81110733,35
2297803,33
97988561,13
83515900,36
52151801,4
39491231,25
66121329,35
83919943,28
27463475,32
83596783,16
48736420,35
27299791,25
77667424,38
20280572,16
94125523,6
40995692,4
42307093,4
76528789,25
27839920,25
75192756,15
16446069,26
79767349,25
69910685,1
47946747,23
97917568,5
73996185,32
46848064,28
64243643,12
49698143,3
54733738,25
35053200,34
70526070,17
16101728,38
92866900,13
35492203,12
85138990,22
85903419,26
96533220,32
62465231,30
31738417,33
38294539,11
81214575,32
74607201,3
39616916,16
2012260,16
86612851,19
48905471,26
19692269,4
79240629,25
67374176,38
46968880,28
83186731,6
23488510,2
21782927,25
2239064,1
99689981,1
99970098,16
28317578,16
760889,25
22362460,25
79102304,5
13566058,20
49503435,7
16914074,16
36201679,9
52761170,16
44120914,13
78226485,5
53162957,16
23038652,38
19939189,15
12801981,15
6058487,38
74441134,36
81537307,18
2030258,23
54052357,1
17115748,25
12470446,14
85230266,11
25315578,16
73541052,12
13160989,38
69963926,4
72428598,35
17452682,25
59640180,17
86638033,33
92943705,11
62620871,13
43823346,16
12541667,38
84684144,25
59374,25
34992513,2
64678925,21
35374564,19
31001477,25
49273806,38
65501282,16
54364101,5
66127839,16
5804491,15
14592609,4
40720280,26
42762040,20
45789321,15
68910776,5
88420532,29
22468449,25
90554818,25
71274441,6
15876441,27
66143468,38
56437093,10
27652555,9
21596795,4
60875490,16
73844620,25
60082367,5
54817787,9
68075948,23
76415793,38
22049387,9
95082427,30
97159801,34
29951468,7
69689757,29
30033507,13
51594953,38
52332200,16
27236893,38
21093953,21
91282270,20
17666132,25
6161554,5
54129427,32
37568964,13
4651209,17
20335788,23
26569576,9
67638313,33
8318391,33
2866189,25
73142196,25
4678707,34
98066935,16
44038546,17
5639404,37
53877242,38
27546289,9
89430087,38
21138406,34
73759954,16
47902388,16
27990288,12
61403923,16
37007731,11
71036553,17
28725493,13
61147995,13
91234845,20
257772,2
74711140,32
71680871,27
69841998,16
27584204,29
22184450,7
26461145,15
44908622,25
71878999,7
86310839,29
86748259,12
26916941,16
72292280,36
98038393,5
22427795,32
50187004,38
43569681,16
59150305,27
17222437,28
32504712,34
19426638,38
37247990,25
3622330,34
91558088,13
99777831,14
41331875,24
24193187,20
18629368,29
1033164,17
47238129,34
74876684,17
74634507,12
91512630,13
46300926,26
49850324,4
11128974,36
54889883,7
65845295,15
42408160,16
5855284,9
93081194,28
27653246,15
59256127,16
23020468,13
74044406,16
96617581,35
65086660,34
59173058,38
42782346,31
86069417,22
43179616,16
36496902,17
64874138,16
95194153,38
87828713,2
99996668,33
31148697,29
34071601,25
17256164,7
44320728,38
61134927,17
90181172,35
33512784,7
37857771,13
94480942,30
16731653,31
72531484,34
22408212,20
89001935,7
38745965,28
85983056,33
55206368,16
83130953,33
57274434,19
11939838,15
8864162,32
54674867,10
56902341,16
53667919,16
96608387,13
11016034,34
52893989,6
82194150,4
34398492,38
10302010,24
25974101,26
97179508,9
20065125,25
91364710,19
99849610,14
24369339,7
61800421,13
96642031,34
72882072,25
10311339,3
72593842,38
95133952,20
10657868,35
42761713,36
27818202,29
49605276,28
39255437,31
91996829,30
12585355,35
29610268,16
20298787,34
93532099,4
32346651,6
72716826,38
3253100,15
3013203,20
58647111,38
45053022,38
75937261,17
61165936,25
43896748,7
78861702,23
86688039,31
61891556,20
72609484,23
55334133,25
28101536,6
26476546,32
81357343,16
43263854,38
59181033,29
78952520,30
9732113,17
1294012,36
17003126,36
67321538,16
28236121,16
92825998,36
34201334,29
84425862,9
1355773,28
1885433,17
71700512,16
97321872,5
91122353,35
30296750,34
95348476,6
41396286,16
14905562,25
99374902,13
4910555,32
83002210,16
70692850,25
85317241,38
72043662,26
30907355,9
65575509,26
93944411,38
98005450,13
91752544,34
66916453,26
14221539,23
93917245,25
15314701,13
98284402,29
32632424,15
19687468,29
28620216,38
85187526,12
36552770,16
91244624,4
78384649,32
89453302,17
44004047,25
58598336,31
37411553,35
79273928,25
310345,16
7755834,29
73099719,32
93691064,25
33924073,9
77480554,38
52966178,17
29334068,34
24265666,16
85811637,16
16500388,25
42217521,11
67770097,16
79479063,38
377061,38
27455410,28
92406608,13
98524942,35
85784633,11
92583865,20
18708981,28
9655367,34
19698244,3
1685201,32
57978444,34
56433211,3
60449576,13
60596931,29
77497251,30
1067825,38
37390167,35
1747759,26
14265718,38
7182819,26
79344674,34
70126854,16
32036567,25
54207095,9
5599830,16
8248819,6
86426839,21
94183823,37
79023859,36
80461008,23
39715851,14
60081557,32
2391495,21
33356639,20
63704430,29
80273874,17
73864698,34
32022167,17
66793994,11
61897935,6
36315874,16
24015383,21
3543590,34
77219115,13
18978452,1
20308212,16
78183880,29
3829558,31
24305577,31
92076500,10
58452066,23
38643653,25
22877258,38
17852611,29
17939259,16
13404091,16
2891987,16
22516333,19
91673243,25
40892624,14
69036925,32
95303779,29
31371490,34
14514191,38
26640134,17
6964237,1
87287487,36
21958305,25
20538197,38
69198410,17
62316573,4
33882915,34
68113228,11
76765434,36
39684393,38
24357683,25
78359456,29
77066854,29
12112305,16
84743033,31
78171938,36
94894811,28
73321936,17
76141712,9
1720811,17
23717019,26
40331856,34
55665268,30
35778705,31
80374996,25
54527510,37
81321539,38
40485429,17
818391,25
75787222,16
74811609,12
78907425,30
55080024,25
15613471,38
61777344,16
26057398,12
94183753,11
93478182,11
14018290,23
93145217,29
18108994,5
83224340,16
69438168,28
67852594,38
12215722,32
43405645,17
91737436,10
61313439,9
49848076,9
92496662,20
92354040,24
58473760,5
80818956,23
2929511,7
71670914,16
89257810,16
57073834,38
86198891,17
90500574,9
5411250,19
73327675,36
13371102,38
27118901,25
57336619,30
73407587,16
26146706,22
76961326,29
15357046,25
59531101,25
12870868,4
47616878,20
22926605,23
69173111,38
10316948,17
20923226,21
90456589,36
90668291,33
66234281,29
15851699,9
87994878,19
19247907,4
47822584,16
13418792,12
38393366,23
84452100,35
22692155,16
67731404,9
49883362,32
13553387,35
91582799,38
70029266,28
13406099,31
64707262,19
57720785,28
74207282,34
80261348,7
93014147,25
